WDPAID,Title,WikipediaUrl,ThumbnailImg,Feature,CountryCode,Elevation,Lat,Long,Language,Summary
NMF96,Experimental Oculina Research Reserve,http://en.wikipedia.org/wiki/Experimental_Oculina_Research_Reserve,,,US,,28,-80,en,"<p>The <b>Experimental Oculina Research Reserve</b> preserves the Oculina Banks, a reef of <a href=""javascript:go('Ivory_Bush_Coral')"" title=""Ivory Bush Coral"" class=""mw-redirect"">ivory bush coral</a> (<i>Oculina varicosa</i>) off the coast of <a href=""javascript:go('Fort_Pierce,_Florida')"" title=""Fort Pierce, Florida"">Fort Pierce, Florida</a>. <i>Oculina varicosa</i> is a U.S. National Marine Fisheries Service <a href=""javascript:go('Species_of_concern')"" title=""Species of concern"" class=""mw-redirect"">species of concern</a>.<sup id=""cite_ref-0"" class=""reference""><a href=""#cite_note-0""><span>[</span>1<span>]</span></a></sup> Species of concern are those species about which the U.S. Government’s <a href=""javascript:go('National_Oceanic_and_Atmospheric_Administration')"" title=""National Oceanic and Atmospheric Administration"">National Oceanic and Atmospheric Administration</a> (NOAA), National Marine Fisheries Service, has some concerns regarding status and threats, but for which insufficient information is available to indicate a need to list the species under the U.S. <a rel=""nofollow"" class=""external text"" href=""http://www.nmfs.noaa.gov/pr/laws/esa/"">Endangered Species Act</a> (ESA).</p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Experimental_Oculina_Research_Reserve"" target=""_blank"">Read full article..</a></p></div>"
NMS1,Channel Islands National Marine Sanctuary,http://en.wikipedia.org/wiki/Channel_Islands_National_Marine_Sanctuary,,,US,,34,-120,en,"<p>The <b>Channel Islands National Marine Sanctuary</b> is a reserve area off the Pacific coast of the United States, near <a href=""javascript:go('California')"" title=""California"">California</a>.</p>  <p>Established in 1980, the sanctuary in the <a href=""javascript:go('Santa_Barbara_Channel')"" title=""Santa Barbara Channel"">Santa Barbara Channel</a> is an area of national significance because of its exceptional natural beauty and resources. It has an area of 1,470 square miles (3,800&#160;km<sup>2</sup>).<sup id=""cite_ref-CINMSAbout_0-0"" class=""reference""><a href=""#cite_note-CINMSAbout-0""><span>[</span>1<span>]</span></a></sup> It encompasses the waters that surround Anacapa, Santa Cruz, Santa Rosa, San Miguel and Santa Barbara Islands (five of the eight <a href=""javascript:go('Channel_Islands_of_California')"" title=""Channel Islands of California"">Channel Islands of California</a>), extending from mean high tide to 6 nautical miles (11&#160;km) offshore around each of the five islands. The sanctuary's primary goal is the protection of the natural and cultural resources contained within its boundaries.</p>  <p>The <a href=""javascript:go('National_Marine_Sanctuary')"" title=""National Marine Sanctuary"" class=""mw-redirect"">National Marine Sanctuary</a> program is run by the <a href=""javascript:go('National_Oceanic_and_Atmospheric_Administration')"" title=""National Oceanic and Atmospheric Administration"">National Oceanic and Atmospheric Administration</a>.</p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Channel_Islands_National_Marine_Sanctuary"" target=""_blank"">Read full article..</a></p></div>"
NMS11,Monterey Bay National Marine Sanctuary,http://en.wikipedia.org/wiki/Monterey_Bay_National_Marine_Sanctuary,,,US,,36.8,-122.5,en,"<div lang=""en"" dir=""ltr"" class=""mw-content-ltr""><p>The <b>Monterey Bay National Marine Sanctuary</b> (<b>MBNMS</b>) is a <a href=""javascript:go('US_Government')"" title=""US Government"" class=""mw-redirect"">US Federally</a> protected marine area offshore of <a href=""javascript:go('California')"" title=""California"">California</a>'s <a href=""javascript:go('Central_Coast_(California)')"" title=""Central Coast (California)"">central coast</a>. It is the largest US national marine sanctuary and has a shoreline length of 276 miles (444&#160;km) stretching from just north of the <a href=""javascript:go('Golden_Gate_Bridge')"" title=""Golden Gate Bridge"">Golden Gate Bridge</a> at <a href=""javascript:go('San_Francisco')"" title=""San Francisco"">San Francisco</a> to <a href=""javascript:go('Cambria,_California')"" title=""Cambria, California"">Cambria</a> in <a href=""javascript:go('San_Luis_Obispo_County,_California')"" title=""San Luis Obispo County, California"">San Luis Obispo County</a>. Supporting one of the world’s most diverse marine <a href=""javascript:go('Ecosystem')"" title=""Ecosystem"">ecosystems</a>, it is home to numerous <a href=""javascript:go('Mammal')"" title=""Mammal"">mammals</a>, <a href=""javascript:go('Seabird')"" title=""Seabird"">seabirds</a>, <a href=""javascript:go('Fish')"" title=""Fish"">fishes</a>, <a href=""javascript:go('Invertebrate')"" title=""Invertebrate"">invertebrates</a> and <a href=""javascript:go('Plant')"" title=""Plant"">plants</a> in a remarkably productive <a href=""javascript:go('Coastal')"" title=""Coastal"" class=""mw-redirect"">coastal</a> environment. The MBNMS was established in 1992 for the purpose of resource protection, research, education, and public use.</p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Monterey_Bay_National_Marine_Sanctuary"" target=""_blank"">Read full article..</a></p></div>"
NMS13,Olympic Coast National Marine Sanctuary,http://en.wikipedia.org/wiki/Olympic_Coast_National_Marine_Sanctuary,,landmark,US,,48,-124.8,en,"<p>The <b>Olympic Coast National Marine Sanctuary</b> is one of 14 marine sanctuaries administered by the <a href=""javascript:go('National_Oceanic_and_Atmospheric_Administration')"" title=""National Oceanic and Atmospheric Administration"">National Oceanic and Atmospheric Administration</a> (NOAA), an agency of the <a href=""javascript:go('United_States_Department_of_Commerce')"" title=""United States Department of Commerce"">U.S. Department of Commerce</a>. It is located along the <a href=""javascript:go('Olympic_Peninsula')"" title=""Olympic Peninsula"">Olympic Peninsula</a> of <a href=""javascript:go('Washington_(U.S._state)')"" title=""Washington (U.S. state)"" class=""mw-redirect"">Washington</a> state. The sanctuary was declared in 1994 and encompasses 3,189 square miles (8,260&#160;km<sup>2</sup>) of the <a href=""javascript:go('Pacific_Ocean')"" title=""Pacific Ocean"">Pacific Ocean</a> from <a href=""javascript:go('Cape_Flattery_(Washington)')"" title=""Cape Flattery (Washington)"" class=""mw-redirect"">Cape Flattery</a> in the north, to the mouth of the <a  class=""new"" title=""Copalis River (page does not exist)"">Copalis River</a>, a distance of about 162.5 miles (261.5&#160;km).<sup id=""cite_ref-mapping_0-1"" class=""reference""><a href=""#cite_note-mapping-0""><span>[</span>1<span>]</span></a></sup> Extending 25 to 40 miles (40 to 64 km) from the shore, it includes most of the continental shelf, as well as parts of three important submarine canyons, the <a  class=""new"" title=""Nitinat Canyon (page does not exist)"">Nitinat Canyon</a>, the <a  class=""new"" title=""Quinault Canyon (page does not exist)"">Quinault Canyon</a> and the <a  class=""new"" title=""Juan de Fuca Canyon (page does not exist)"">Juan de Fuca Canyon</a>. For 64 miles (103&#160;km) along the coast, the sanctuary shares stewardship with the <a href=""javascript:go('Olympic_National_Park')"" title=""Olympic National Park"">Olympic National Park</a>.<sup id=""cite_ref-mapping_0-2"" class=""reference""><a href=""#cite_note-mapping-0""><span>[</span>1<span>]</span></a></sup> The sanctuary overlays the <a href=""javascript:go('Flattery_Rocks_National_Wildlife_Refuge')"" title=""Flattery Rocks National Wildlife Refuge"">Flattery Rocks</a>, <a href=""javascript:go('Quillayute_Needles_National_Wildlife_Refuge')"" title=""Quillayute Needles National Wildlife Refuge"">Quillayute Needles</a>, and <a href=""javascript:go('Copalis_Rock_National_Wildlife_Refuge')"" title=""Copalis Rock National Wildlife Refuge"" class=""mw-redirect"">Copalis Rock</a> <a href=""javascript:go('National_Wildlife_Refuge')"" title=""National Wildlife Refuge"">National Wildlife Refuges</a>.<sup id=""cite_ref-facts_1-0"" class=""reference""><a href=""#cite_note-facts-1""><span>[</span>2<span>]</span></a></sup></p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Olympic_Coast_National_Marine_Sanctuary"" target=""_blank"">Read full article..</a></p></div>"
NMS2,Cordell Bank National Marine Sanctuary,http://en.wikipedia.org/wiki/Cordell_Bank_National_Marine_Sanctuary,,waterbody,US,,38.0666,-123.3678,en,"<p><b>Cordell Bank National Marine Sanctuary</b> is a <a href=""javascript:go('Marine_sanctuary')"" title=""Marine sanctuary"" class=""mw-redirect"">marine sanctuary</a> located of the coast of <a href=""javascript:go('California')"" title=""California"">California</a>, at <span class=""plainlinks nourlexpansion""><a rel=""nofollow"" class=""external text"" href=""http://toolserver.org/~geohack/geohack.php?pagename=Cordell_Bank_National_Marine_Sanctuary&amp;params=38.0665921_N_123.3677881_W_""><span class=""geo-nondefault""><span class=""geo-dms"" title=""Maps, aerial photos, and other data for this location""><span class=""latitude"">38°04'00?N</span> <span class=""longitude"">123°22'04?W</span></span></span><span class=""geo-multi-punct"">? / ?</span><span class=""geo-default""><span class=""geo-dec"" title=""Maps, aerial photos, and other data for this location"">38.0665921°N 123.3677881°W</span><span style=""display:none"">? / <span class=""geo"">38.0665921; -123.3677881</span></span></span></a></span>.<sup id=""cite_ref-0"" class=""reference""><a href=""#cite_note-0""><span>[</span>1<span>]</span></a></sup> It protects an area of 339&#160;sq&#160;nmi (449&#160;sq&#160;mi) of marine wildlife. The administrative center of the sanctuary is on an offshore granite outcrop 4.5&#160;sq&#160;mi (12&#160;km<sup>2</sup>) by 9.5&#160;sq&#160;mi (25&#160;km<sup>2</sup>), located on the <a href=""javascript:go('Continental_shelf')"" title=""Continental shelf"">continental shelf</a> off of California. The outcrop is, at its closest (Reye's Point), 6&#160;mi (10&#160;km) from the sanctuary itself.<sup id=""cite_ref-cordell-about_1-0"" class=""reference""><a href=""#cite_note-cordell-about-1""><span>[</span>2<span>]</span></a></sup></p>  <p>Cordell Bank is one of the United States' 13 <a href=""javascript:go('U.S._National_Marine_Sanctuary')"" title=""U.S. National Marine Sanctuary"" class=""mw-redirect"">National Marine Sanctuaries</a> that protect and preserve ocean ecosystems in the U.S. Cordell Bank is a <a href=""javascript:go('Seamount')"" title=""Seamount"">seamount</a> approximately 50 miles (80&#160;km) northwest of <a href=""javascript:go('San_Francisco')"" title=""San Francisco"">San Francisco</a> where the ocean bottom rises to within 120 feet (37 meters) of the surface. The seamount was discovered in 1853 by the U.S. Coast Survey, and named for Edward Cordell, who surveyed the area more thoroughly in 1869. It was extensively explored and described during 1978-86 by Robert Schmieder, who published a monograph about it [Schmieder, 1991]. It has been protected as a sanctuary since 1989. The protected area encompasses 526 square miles (1347&#160;km_) of ocean.</p>  <p>The unique blend of ocean conditions and undersea <a href=""javascript:go('Topography')"" title=""Topography"">topography</a> creates a rich and diverse underwater ecosystem. A subsurface island rises from soft sediments covering the continental shelf. The upper pinnacles reach to within 115&#160;ft (35&#160;m) of the surface, and the average depth is 400&#160;ft (122&#160;m). The sanctuary serves as a breeding ground for migratory marine mammals, birds, and fish. The prevailing Californian current flows southward along to coast, causing an upwelling of nutrient-rich water that provided the foundation for the area's marine ecosystem.<sup id=""cite_ref-cordell-about_1-1"" class=""reference""><a href=""#cite_note-cordell-about-1""><span>[</span>2<span>]</span></a></sup></p>  <p>Sanctuary regulations prohibit extraction of hydrocarbons (oil, natural gas), the removal of <a href=""javascript:go('Benthic')"" title=""Benthic"" class=""mw-redirect"">benthic</a> (bottom-dwelling) organisms, discharge of wastes, and removal of cultural resources. Recreational <a href=""javascript:go('Scuba_diving')"" title=""Scuba diving"">scuba diving</a> is not recommended in the sanctuary due to depth and currents.</p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Cordell_Bank_National_Marine_Sanctuary"" target=""_blank"">Read full article..</a></p></div>"
NMS3,Fagatele Bay National Marine Sanctuary,http://en.wikipedia.org/wiki/Fagatele_Bay_National_Marine_Sanctuary,,,,,-14.365,-170.765,en,"<p><b>Fagatele Bay National Marine Sanctuary</b> is a <a href=""javascript:go('National_Marine_Sanctuary')"" title=""National Marine Sanctuary"" class=""mw-redirect"">national marine sanctuary</a> in <a href=""javascript:go('American_Samoa')"" title=""American Samoa"">American Samoa</a>. It is the smallest, yet one of the most important, marine sanctuaries as it is home to more <a href=""javascript:go('Fish')"" title=""Fish"">fish</a> and marine <a href=""javascript:go('Mammals')"" title=""Mammals"" class=""mw-redirect"">mammals</a> than any other marine sanctuary.<sup class=""Template-Fact"" style=""white-space:nowrap;"">[<i><a href=""javascript:go('Wikipedia:Citation_needed')"" title=""Wikipedia:Citation needed""><span title=""This claim needs references to reliable sources from December 2010"">citation needed</span></a></i>]</sup> It also provides a natural food source for <a href=""javascript:go('Shark')"" title=""Shark"">sharks</a> and other predators of the <a href=""javascript:go('Ocean')"" title=""Ocean"">ocean</a>.</p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Fagatele_Bay_National_Marine_Sanctuary"" target=""_blank"">Read full article..</a></p></div>"
NMS7,Gray's Reef National Marine Sanctuary,http://en.wikipedia.org/wiki/Gray%27s_Reef_National_Marine_Sanctuary,,,US,,31.4,-80.9333,en,"<p><b>Gray's Reef National Marine Sanctuary</b> is one of the largest near shore live-bottom reefs in the southeastern <a href=""javascript:go('United_States')"" title=""United States"">United States</a>. The sanctuary, designated in January 1981, is located 17.5 nautical miles (32.4&#160;km) off <a href=""javascript:go('Sapelo_Island')"" title=""Sapelo Island"">Sapelo Island</a>, <a href=""javascript:go('Georgia_(U.S._state)')"" title=""Georgia (U.S. state)"">Georgia</a>, and is one of 13 marine sanctuaries that make up the <a href=""javascript:go('U.S._National_Marine_Sanctuary')"" title=""U.S. National Marine Sanctuary"" class=""mw-redirect"">U.S. National Marine Sanctuary</a> System.</p>  <p>Within the 17-<a href=""javascript:go('Square_nautical_mile')"" title=""Square nautical mile"" class=""mw-redirect"">square-nautical-mile</a> (58&#160;km<sup>2</sup>) sanctuary, there are both rocky ledges and sandy flat places. The reef's rock ledges, submerged beneath 60 to 70 feet (18 to 21 m) of water, can be as tall as 6–8 feet and are highly complex — they have nooks and crannies and bumps and plenty of places for invertebrates to latch on to and for fish to hide in. Together these animals form a dense carpet of living creatures that in places completely hides the rock. That gives the habitat of Gray's Reef its common name — a ""live bottom"".</p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Gray's_Reef_National_Marine_Sanctuary"" target=""_blank"">Read full article..</a></p></div>"
NMS8,Gulf of the Farallones National Marine Sanctuary,http://en.wikipedia.org/wiki/Gulf_of_the_Farallones_National_Marine_Sanctuary,,,,,37.8,-123,en,"<p>The <b>Gulf of the Farallones National Marine Sanctuary</b> is one of 13 marine sanctuaries in the U.S., found outside <a href=""javascript:go('San_Francisco')"" title=""San Francisco"">San Francisco</a>'s <a href=""javascript:go('Golden_Gate')"" title=""Golden Gate"">Golden Gate</a> surrounding the <a href=""javascript:go('Gulf_of_the_Farallones')"" title=""Gulf of the Farallones"">Gulf of the Farallones</a></p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Gulf_of_the_Farallones_National_Marine_Sanctuary"" target=""_blank"">Read full article..</a></p></div>"
NMS9,Hawaiian Islands Humpback Whale National Marine Sanctuary,http://en.wikipedia.org/wiki/Hawaiian_Islands_Humpback_Whale_National_Marine_Sanctuary,,,US,,20.936,-156.77,en,"<p>The <b>Hawaiian Islands Humpback Whale National Marine Sanctuary</b> is one of the world's most important <a href=""javascript:go('Whale')"" title=""Whale"">whale</a> habitats, hosting thousands of <a href=""javascript:go('Humpback_whale')"" title=""Humpback whale"">humpbacks</a> (<i>Megaptera novaeangliae</i>) each winter.</p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Hawaiian_Islands_Humpback_Whale_National_Marine_Sanctuary"" target=""_blank"">Read full article..</a></p></div>"
NPS1,Acadia National Park,http://en.wikipedia.org/wiki/Acadia_National_Park,,,US,238,44.35,-68.2167,en,"<p><b>Acadia National Park</b> is a <a href=""javascript:go('List_of_National_Parks_of_the_United_States')"" title=""List of National Parks of the United States"">National Park</a> located in the U.S. state of <a href=""javascript:go('Maine')"" title=""Maine"">Maine</a>. It reserves much of <a href=""javascript:go('Mount_Desert_Island')"" title=""Mount Desert Island"">Mount Desert Island</a>, and associated smaller islands, off the <a href=""javascript:go('Atlantic_Ocean')"" title=""Atlantic Ocean"">Atlantic coast</a>. Originally created as <b>Lafayette National Park</b> in 1919,<sup id=""cite_ref-nps_stats_1-0"" class=""reference""><a href=""#cite_note-nps_stats-1""><span>[</span>2<span>]</span></a></sup> the first National Park East of the Mississippi,<sup id=""cite_ref-nps_stories_2-0"" class=""reference""><a href=""#cite_note-nps_stories-2""><span>[</span>3<span>]</span></a></sup> it was renamed Acadia in 1929.<sup id=""cite_ref-nps_stats_1-1"" class=""reference""><a href=""#cite_note-nps_stats-1""><span>[</span>2<span>]</span></a></sup></p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Acadia_National_Park"" target=""_blank"">Read full article..</a></p></div>"
NPS10,Cape Hatteras National Seashore,http://en.wikipedia.org/wiki/Cape_Hatteras_National_Seashore,,isle,US,,35.1813,-75.3041,en,"<p><b>Cape Hatteras National Seashore</b> preserves the portion of the <a href=""javascript:go('Outer_Banks')"" title=""Outer Banks"">Outer Banks</a> of <a href=""javascript:go('North_Carolina')"" title=""North Carolina"">North Carolina</a> from <a href=""javascript:go('Bodie_Island')"" title=""Bodie Island"">Bodie Island</a> to <a href=""javascript:go('Ocracoke_Island')"" title=""Ocracoke Island"" class=""mw-redirect"">Ocracoke Island</a>, stretching over 70 miles (110&#160;km). Included within this section of barrier islands along <a href=""javascript:go('North_Carolina_Highway_12')"" title=""North Carolina Highway 12"">N.C. 12</a>, but outside the <a href=""javascript:go('National_Seashore')"" title=""National Seashore"" class=""mw-redirect"">National Seashore</a> boundaries, are <a href=""javascript:go('Pea_Island_National_Wildlife_Refuge')"" title=""Pea Island National Wildlife Refuge"">Pea Island National Wildlife Refuge</a> and several communities, such as <a href=""javascript:go('Rodanthe,_North_Carolina')"" title=""Rodanthe, North Carolina"">Rodanthe</a>, <a href=""javascript:go('Buxton,_North_Carolina')"" title=""Buxton, North Carolina"">Buxton</a>, and <a href=""javascript:go('Ocracoke,_North_Carolina')"" title=""Ocracoke, North Carolina"">Ocracoke</a>.</p>  <p>Once dubbed the ""Graveyard of the Atlantic"" for its treacherous currents, shoals, and storms, Cape Hatteras has a wealth of history relating to <a href=""javascript:go('Shipwreck')"" title=""Shipwreck"">shipwrecks</a>, <a href=""javascript:go('Lighthouse')"" title=""Lighthouse"">lighthouses</a>, and the <a href=""javascript:go('US_Lifesaving_Service')"" title=""US Lifesaving Service"" class=""mw-redirect"">US Lifesaving Service</a>. The islands also provide a variety of habitats and are a valuable wintering area for migrating waterfowl. The park's fishing and surfing are considered the best on the East Coast.</p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Cape_Hatteras_National_Seashore"" target=""_blank"">Read full article..</a></p></div>"
NPS11,Cape Lookout National Seashore,http://en.wikipedia.org/wiki/Cape_Lookout_National_Seashore,,landmark,US,0,34.788,-76.39,en,"<p><b>Cape Lookout National Seashore</b> preserves a 56-mile (90-km) long section of the Southern <a href=""javascript:go('Outer_Banks')"" title=""Outer Banks"">Outer Banks</a>, or <a href=""javascript:go('Crystal_Coast')"" title=""Crystal Coast"">Crystal Coast</a>, of <a href=""javascript:go('North_Carolina')"" title=""North Carolina"">North Carolina</a>, <a href=""javascript:go('United_States')"" title=""United States"">USA</a>, running from Ocracoke Inlet on the northeast to Beaufort Inlet on the southeast. Three undeveloped barrier islands make up the seashore - <a href=""javascript:go('North_Core_Banks')"" title=""North Core Banks"" class=""mw-redirect"">North Core Banks</a>, <a href=""javascript:go('South_Core_Banks')"" title=""South Core Banks"" class=""mw-redirect"">South Core Banks</a> and <a href=""javascript:go('Shackleford_Banks')"" title=""Shackleford Banks"">Shackleford Banks</a>. The seashore includes two historic villages on Core Banks, Shackleford's wild horses, and the <a href=""javascript:go('Cape_Lookout_Lighthouse')"" title=""Cape Lookout Lighthouse"">Cape Lookout Lighthouse</a>, which has a black-and-white diamond pattern. A visitors center for the seashore is located on <a href=""javascript:go('Harkers_Island,_North_Carolina')"" title=""Harkers Island, North Carolina"">Harkers Island</a>.</p>  <p>The National Park Service, as part of their Centennial Initiative celebrating its 100th anniversary in 2016, is planning to rehabilitate the Lighthouse and restore the Cape Lookout and <a href=""javascript:go('Portsmouth,_North_Carolina')"" title=""Portsmouth, North Carolina"">Portsmouth Village</a> Historic Districts.<sup id=""cite_ref-0"" class=""reference""><a href=""#cite_note-0""><span>[</span>1<span>]</span></a></sup></p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Cape_Lookout_National_Seashore"" target=""_blank"">Read full article..</a></p></div>"
NPS13,Cumberland Island National Seashore,http://en.wikipedia.org/wiki/Cumberland_Island_National_Seashore,,,,17,30.8333,-81.45,en,"<p><b>Cumberland Island National Seashore</b> preserves most of <a href=""javascript:go('Cumberland_Island')"" title=""Cumberland Island"">Cumberland Island</a> in <a href=""javascript:go('Camden_County,_Georgia')"" title=""Camden County, Georgia"">Camden County, Georgia</a>, the largest of Georgia's Golden Isles. The seashore features beaches and dunes, marshes, and freshwater lakes. In addition to the natural features, the seashore includes some historic properties, such as the ruins of <a href=""javascript:go('Dungeness_(Cumberland_Island,_Georgia)')"" title=""Dungeness (Cumberland Island, Georgia)"">Dungeness</a> and the <a href=""javascript:go('Plum_Orchard')"" title=""Plum Orchard"">Plum Orchard</a> estate.</p>  <p>The island is only accessible by boat. The <a href=""javascript:go('Visitor_center')"" title=""Visitor center"">visitor center</a> and boat access to the island are located in the town of <a href=""javascript:go('St._Marys,_Georgia')"" title=""St. Marys, Georgia"">St. Marys, Georgia</a>. Public access via the ferry is limited, reservations are recommended. Camping is allowed in the seashore. The 9,886-acre (40.01&#160;km<sup>2</sup>) <b>Cumberland Island Wilderness</b> is part of the seashore.</p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Cumberland_Island_National_Seashore"" target=""_blank"">Read full article..</a></p></div>"
NPS14,Dry Tortugas National Park,http://en.wikipedia.org/wiki/Dry_Tortugas_National_Park,http://www.geonames.org/img/wikipedia/77000/thumb-76276-100.jpg,,US,,24.6167,-82.8667,en,"<p><b>Dry Tortugas National Park</b> preserves <a href=""javascript:go('Fort_Jefferson,_Florida')"" title=""Fort Jefferson, Florida"">Fort Jefferson</a> and the <a href=""javascript:go('Dry_Tortugas')"" title=""Dry Tortugas"">Dry Tortugas</a> section of the <a href=""javascript:go('Florida_Keys')"" title=""Florida Keys"">Florida Keys</a>. The park covers 101&#160;mi<sup>2</sup> (262&#160;km<sup>2</sup>), mostly water, about 68 statute miles (109&#160;km) west of <a href=""javascript:go('Key_West,_Florida')"" title=""Key West, Florida"">Key West</a> in the <a href=""javascript:go('Gulf_of_Mexico')"" title=""Gulf of Mexico"">Gulf of Mexico</a>.</p>  <p>It is famous for abundant <a href=""javascript:go('Marine_biology')"" title=""Marine biology"">sea life</a>, colorful <a href=""javascript:go('Coral_reef')"" title=""Coral reef"">coral reefs</a> and legends of <a href=""javascript:go('Shipwreck')"" title=""Shipwreck"">shipwrecks</a> and sunken treasures. The park's centerpiece is Fort Jefferson, a massive but unfinished coastal <a href=""javascript:go('Fortress')"" title=""Fortress"" class=""mw-redirect"">fortress</a>. It is the largest <a href=""javascript:go('Masonry')"" title=""Masonry"">masonry</a> structure in the <a href=""javascript:go('Western_Hemisphere')"" title=""Western Hemisphere"">Western Hemisphere</a>,<sup id=""cite_ref-0"" class=""reference""><a href=""#cite_note-0""><span>[</span>1<span>]</span></a></sup><sup id=""cite_ref-1"" class=""reference""><a href=""#cite_note-1""><span>[</span>2<span>]</span></a></sup> and is composed of over 16 million bricks. The park has almost 80,000 <a href=""javascript:go('Tourism_in_the_United_States')"" title=""Tourism in the United States"">visitors</a> each year. The park is accessible only by <a href=""javascript:go('Seaplane')"" title=""Seaplane"">seaplane</a> or boat. <a href=""javascript:go('Dry_Tortugas_Ferry_to_Fort_Jefferson')"" title=""Dry Tortugas Ferry to Fort Jefferson"">Ferries</a> leave from Key West. Activities include <a href=""javascript:go('Snorkeling')"" title=""Snorkeling"">snorkeling</a>, picnicking, camping, <a href=""javascript:go('Scuba_diving')"" title=""Scuba diving"">scuba diving</a>, saltwater fishing and <a href=""javascript:go('Birdwatching')"" title=""Birdwatching"">birdwatching</a>.</p><div class=""no-print""><p><a href=""http://en.wikipedia.org/wiki/Dry_Tortugas_National_Park"" target=""_blank"">Read full article..</a></p></div>"
